   Counter   Asymmetry      DeltaX      DeltaY
      2340  -239.07239    60.90400   -30.94605
      2341  1977.11560     7.83395    57.25084
      2342  -591.18848   -74.07536   -42.36027
      2343    98.27398    11.87609     4.18972
      2344   762.14923   158.23492    46.80256
      2345    99.47197    22.56123   -30.13959
      2346   583.48743   -31.57656    13.05783
      2347   383.53195   -98.65378   -59.43324
      2348   406.83374   -56.40252   -58.02310
      2349  -239.41649   -26.93066   -22.34634
      2350  -287.62769    70.71609    -2.00351
      2351   153.32973    10.36517    56.46214
      2352  -515.19971   -41.27128   -23.04306
      2353  -807.47150   -62.44428   -22.06771
      2354   546.55627   -81.30898   -20.12195
      2355  1444.90637   -60.03882    25.40768
      2356 -1313.54578    -6.04117   -14.87589
      2357  -766.65155   -39.30641   -38.41176
      2358   259.02325  -115.55865   -29.02890
      2359   644.18304    56.27084    22.49581
      2360   208.49805   -84.75872    12.05535
      2361  -503.08209   -58.20261   -21.79711
      2362   -42.31385   -31.67744    44.92052
      2363  1800.59924   -87.29980    38.73419
      2364   821.91144    -9.22193   -11.65367
      2365   285.39331    11.40961     5.08179
      2366 -1087.05823   -62.02882   -24.37229
      2367 -1272.71069    68.93594   -11.14100
      2368   432.63531   -75.63515    22.73775
      2369  -513.36548    28.53508   -23.70585
      2370  -958.10718   -35.24285   -18.26319
      2371   -39.49731   -15.27393     8.07663
      2372  -375.12112    26.96831   -36.71529
      2373   341.62051    45.64795     0.40227
      2374   280.94482    58.51424   -16.97972
      2375  -896.32275   -43.81457    -4.27361
      2376  -219.23990   -19.89672   -11.22383
      2377   145.90369   -60.38587   -37.02073
      2378   133.01759   -16.73907   -24.91804
      2379  1045.64941   -18.59956    45.74659
      2380 -1069.87927   131.71263    28.60851
      2381   838.41534   -37.00608     8.42511
      2382   618.13794    -6.80835    10.46580
      2383  1125.51514   -43.04187    20.71095
      2384  -354.41306     8.04690   -14.09032
      2385  -512.03345   -43.10427   -55.05741
      2386  -202.96718    16.04118    20.73046
      2387  -990.08679   -96.14299   -65.10093
      2388  -296.07901   -41.40387    16.57681
      2389  1457.51111   -31.91979    14.45811
      2390   873.72406    31.58280     8.85821
      2391   200.90077   -34.61467   -29.34875
      2392   411.09656    20.77283   -47.05457
      2393   535.19580    34.73524    58.63634
      2394  -403.29190  -114.20563   -13.08779
      2395   -87.90447   -46.43489     4.37706
      2396 -2135.73877    32.35804   -59.85193
      2397  -914.57501    16.07361   -24.97624
      2398   481.54324   -21.23199    -9.77094
      2399 -1880.81152    10.92083   -44.43970
      2400   215.41986     2.51087   -12.38239
      2401  -572.79816     9.68179   -17.34959
      2402  1027.53699    15.71866    33.28528
      2403  1018.36707   -26.28165    15.30740
      2404  -319.01050    30.12395   -25.35233
      2405   390.24045    23.41414     7.58687
      2406  -196.98264    -8.42748   -13.92054
      2407 -1513.78247    -4.19709   -16.28171
      2408 -1646.92334  -105.47758   -74.00724
      2409  -237.89003   -73.29823    -0.50850
      2410 -1099.22546   -17.11305   -40.21368
      2411 -1033.48730     2.05575   -26.38822
      2412 -1939.01929   -13.68407   -97.40960
      2413  -414.95813    -8.38995    -0.18848
      2414 -1089.59949   -50.01427   -27.48895
      2415   492.50873   -38.35427    -8.21313
      2416  1004.06549     4.96609    43.33130
      2417 -1783.64514   -10.21942   -66.27446
      2418  -585.84839    -8.38373   -34.63630
      2419   232.36502   -37.93282    22.61391
      2420 -1891.52808   -20.86202   -57.86901
      2421   210.01732  -174.42798    -2.88094
      2422  -128.41872   -86.64641    33.91146
      2423   435.69348    42.30560    -2.79074
      2424  -763.99341   -33.98559    11.12391
      2425   488.20370   -41.85078    -5.64101
      2426   338.71204    -7.41484     0.83362
      2427   630.43878     0.96530    24.91039
      2428   365.52963    53.24809    32.12917
      2429  -433.25540    37.93675   -11.74316
      2430  1509.17700   -76.18737    34.47670
      2431 -1423.82715    26.22089     1.89221
      2432   877.12354    48.23124    36.21094
      2433 -1111.64868   -54.21939   -56.13191
      2434  -203.67766   -51.33576   -13.66788
      2435   -69.48098    -0.90608   -28.49821
      2436   899.51538   -41.41146    -1.63131
      2437   362.95776     6.28554   -39.92889
      2438 -1467.69861    31.81753   -12.77561
      2439   534.52740     2.28514    41.00585
      2440  -593.59656   -42.78533    10.44485
      2441 -1095.68042    12.44540    -6.87616
      2442    88.15562   165.81088    33.91087
      2443   500.10458    -3.73231    38.23649
      2444 -1338.22156  -102.56733   -95.19041
      2445  -455.20114   -76.35915   -40.32307
      2446  -103.88835   -11.03070   -12.41877
      2447   625.90564    54.86475    44.25524
      2448  -579.29242  -114.87251    -9.59044
      2449  -245.13924    48.47696    28.79475
      2450  -623.35645    22.33397    -9.35545
      2451  -832.88794   -61.63481   -20.44621
      2452   102.51918   -89.20642   -23.92128
      2453  1540.89624   -69.03252    26.86993
      2454  -191.47481   -85.83315     4.97483
      2455   102.27326   -32.85718     1.68753
      2456 -1467.12390    79.68866   -57.64694
      2457  -167.86703   -49.72955   -22.83887
      2458   665.03632     7.31164    46.82707
      2459  1141.31128    77.33964    77.45874
      2460   965.62720   -68.93887    35.83693
      2461  -230.24211   -30.44175   -14.91885
      2462  -471.99130    59.81156    22.10933
      2463   -38.85992   -18.29967    -3.30994
      2464  -616.27179  -161.53683    -4.18438
      2465    65.94167    15.03241    53.24489
      2466  -201.61348     1.10294   -24.99988
      2467   741.34564   -19.83451    76.42319
      2468   164.65843   -42.60560   -10.68260
      2469  -138.03766    39.11190    16.45686
      2470   580.79541    37.48903    53.31877
      2471   717.22949    68.41866    32.58105
      2472   778.37817   -57.97003    16.83368
      2473   895.90430    63.55976    20.03717
      2474   721.05273   -63.72598    10.93552
      2475   108.44128   -31.89032    -4.01165
      2476    46.58824    96.87958     8.09744
      2477  -503.15329   -18.93529   -26.62082
      2478   393.18600    47.28052    51.31969
      2479  1124.73816    23.74027    14.83134
      2480  -745.64349    -0.77247    -1.46344
      2481  1147.92578   -23.84613   -17.51338
      2482   497.20081   110.11239    58.69756
      2483    67.63574   -15.25257    31.11962
      2484  1623.83057  -150.97849    60.84539
      2485  -586.25055   -34.75350   -32.53814
      2486 -1030.48486    26.46782   -25.81698
      2487  1066.57764    19.68023    17.79952
      2488  -161.91216   106.41994    -2.61415
      2489   487.08551   -45.77953   -48.04531
      2490  -762.23822    -5.08338   -10.54134
      2491   381.84842    56.87683    30.66446
      2492  -353.26379    72.96813     6.98791
      2493  -346.14383    43.99498    -9.95209
      2494   109.58241   -19.35698   -19.99404
      2495  -307.92996    93.67751    11.91052
      2496   800.86713   -43.65858    -7.76868
      2497   -97.65950    59.69870    46.47398
      2498  -340.39148   -25.47103   -28.17216
      2499  -343.59781    -5.64107   -25.35740
      2500  1180.25439   -11.35803    26.99194
      2501   181.64209    72.05528    55.29486
      2502  -326.37946     0.71289   -15.17864
      2503  -621.69867    29.89526     5.91248
      2504   -67.24486    14.20884    60.82418
      2505   875.41833     1.30831    -1.04067
      2506  -287.94278    53.13822   -53.64289
      2507 -1036.97278   -80.69464   -84.54375
      2508   316.77887    36.51072    61.33717
      2509  -611.74414   -80.52840   -12.36963
      2510 -1189.33289    -7.87847   -36.56644
      2511  -828.73053    19.76594    40.27981
      2512   318.50919   -15.07720    21.63296
      2513  -531.21588    -2.39928   -11.46232
      2514   151.83591    14.61805    88.37758
      2515   157.11374    59.76047    26.02951
      2516   537.71295    40.25557    29.87647
      2517   369.49704    15.90067    70.26673
      2518 -1284.49780    54.15162    -4.23832
      2519   398.90564    75.81740    18.02797
      2520  -495.60040   -23.38476   -68.15696
      2521  2347.53296    -5.62539    46.22374
      2522 -1089.02991    99.91973   -47.58652
      2523   526.55334    -6.33878    -0.05403
      2524  -469.87747   -26.66395     3.97905
      2525    12.30361   -18.95640     0.78018
      2526  -293.01328    99.35383    -2.68143
      2527   377.33722    85.92628     4.36063
      2528   502.18356   -77.86590    -0.14457
      2529   157.09413    35.01863   -11.21358
      2530  1346.16125   -27.13234    60.95924
      2531  -348.63416    -8.85078   -30.01073
      2532 -1407.85938   -16.09106   -53.06696
      2533  -540.55841    42.76930   -45.75712
      2534   762.10651   -68.94459    22.32183
      2535 -1346.30334    17.65011   -37.42863
      2536  1716.61084    -1.06883    61.76589
      2537 -1052.16052    24.60591   -20.39797
      2538    88.75544   -51.06053    -7.07250
      2539  -591.98254     7.55661   -39.62534
      2540  -636.98303   -32.63290   -29.53557
      2541  -668.08484   -85.00018   -37.34309
      2542  -386.27322    22.01005   -50.78733
      2543    68.54048    12.14030   -51.90420
      2544  -523.57745    38.28556   -33.54624
      2545   -39.56573   118.99319    56.67862
      2546  1001.68097   -13.18377    13.27824
      2547  -396.57434    21.33413    20.63752
      2548 -1864.05188   -19.46752   -74.05480
      2549  -316.91000   -89.70068    -5.06157
      2550   316.03412    21.88918    29.50754
      2551   255.34569    10.89700     3.64311
      2552  1445.89465   -71.16702    28.32386
      2553   642.83197   103.81111    27.45338
      2554  1554.58252    17.92703    32.44038
      2555     5.57200   -79.85851   -16.68815
      2556   492.48962    25.59178    16.09276
      2557  -459.21146    -5.59208   -45.40201
      2558   -58.53929    52.70909   -12.10353
      2559 -1015.28247    37.20092   -30.24580
      2560   447.46985    51.46657    32.07750
      2561   139.21309    23.65615    29.67913
      2562  -277.43134   -64.80123    -9.32506
      2563   -12.06930   -57.95282   -10.01997
      2564   380.10004     9.38035   -26.77243
      2565   336.41534   -12.84693    17.64473
      2566    41.78562    63.69059   -18.46024
      2567   751.08807    51.26623     7.03581
      2568   361.72495   -32.72500    -7.57761
      2569  -291.26007   -30.70399    29.33930
      2570  -153.19539  -130.08174   -63.37296
      2571   789.02728   187.54935    62.08592
      2572   564.08380    31.40384    52.03401
      2573  -222.00038    56.53515    -8.42100
      2574  -487.31821   -33.20740   -31.95501
      2575  -167.08078    63.03744    17.78429
      2576   421.22409     8.41305    -5.40270
      2577  -848.91278    34.48902    26.75578
      2578   928.02679   -31.82845     5.69908
      2579  1580.01318    65.21656    26.73971
      2580   312.93509    46.90412    36.30964
      2581  -861.47180    48.00046   -32.96653
      2582   427.25870   -74.16063     6.65810
      2583  1215.22424     4.00080    36.14369
      2584  2163.09839     7.03464    38.01731
      2585   467.52783    59.13836   -18.04180
      2586   692.67981    21.85175    19.78277
      2587  -972.30182    11.19797   -23.23376
      2588   490.68411   -51.61680    -8.31546
      2589   632.58356   -10.86751    13.29543
      2590    56.48540    -8.39035    13.42505
      2591  1431.92920   -80.65855    13.64272
      2592   -28.91348   -68.70049   -15.56612
      2593   380.74713   -35.21787    -8.81359
      2594   352.48535   130.86331    52.73259
      2595  -520.63104   -64.06183   -61.31951
      2596   444.73984   -74.74021    52.06227
      2597   361.75204    17.64594    -0.82106
      2598   757.62927   -81.13679    -7.20584
      2599  -845.66492   -73.44617   -56.16268
      2600   351.88751    20.92943    34.23357
      2601    72.92390    17.32164    -3.36358
      2602 -1228.47937     9.32541    17.71470
      2603  -343.04755     0.96738    38.37489
      2604  -756.64056  -159.58453   -82.49603
      2605   147.29668    83.64965    27.12830
      2606   823.66846   -41.45921     9.71104
      2607  1646.46863    11.54318    73.80645
      2608   797.29517   116.01505    55.19124
      2609 -1116.21924    64.29169    -3.43279
      2610    91.49711    12.65343   -14.17318
      2611   718.57373    20.96866    12.76505
      2612   826.57025    63.08551    54.04582
      2613   353.89246   -19.51582    59.77060
      2614   198.73201    31.16063    -4.02147
      2615  -758.47034    41.55357   -41.92623
      2616   941.75262   -21.07338    -3.78929
      2617   175.19244     0.79297    -0.90530
      2618    97.98077  -100.37697   -11.50631
      2619   197.98138    26.95773    27.17487
      2620  1385.53625    60.22380    60.08073
      2621   317.69742     2.12084    30.66625
      2622  1858.93091  -140.94107    43.82222
      2623   249.43597    37.87813    30.89544
      2624   918.24353   -56.02933    11.91279
      2625   852.16254    60.21973    29.00467
      2626  -147.01903     1.82240    30.25146
      2627   744.88531   -14.17141   -18.02864
      2628 -1641.66040    45.12764   -26.22167
      2629  1103.42517    40.99573     3.61038
      2630   866.17059   -18.35257    22.15024
      2631   200.59320     0.47201    42.85511
      2632  -917.17267     4.73507   -16.62093
      2633 -1947.38025    13.77518   -89.54184
      2634   347.34235     9.03446    33.25393
      2635   -93.83067   -71.48012     3.06470
      2636   859.16840    20.21198    26.44584
      2637 -1094.86536   -37.26174   -26.99828
      2638   293.35587    47.50336    -0.19461
      2639  -651.80103    33.14973   -26.35987
      2640   335.94550    26.20946     7.98958
      2641 -1825.17102   -36.85413   -56.68628
      2642 -2232.17920   -15.78458   -82.28853
      2643  1320.98364  -168.74866    15.18297
      2644    60.83243    18.56496    14.50739
      2645  -575.18280  -144.30424    -7.96563
      2646   867.92456    25.39653    67.38967
      2647  -404.83978    71.00877    -5.89190
      2648  -553.97028   -49.61708   -22.77834
      2649  -352.78870   -17.01944   -22.49038
      2650 -1234.75366   -92.91482   -41.31345
      2651  -273.52911   -66.50438   -11.15444
      2652 -2692.29321    43.90950   -56.50248
      2653  -228.58185   -31.47862   -39.33140
      2654   479.02521   -17.50378   -15.40340
      2655  -990.87024   -20.84633   -99.35017
      2656 -1075.84424   -26.61922   -10.57537
      2657 -1122.63831   -37.21738   -34.19999
      2658   386.92001    72.01210    42.40072
      2659   -11.80845    55.65235     4.41689
      2660  -175.75876   -98.63194   -53.68588
      2661 -2772.74023  -108.59437  -117.23901
      2662  1470.69006    17.42007    41.67576
      2663   205.97311   -11.33814    -1.23136
      2664 -1003.77307   -92.89133   -51.69818
      2665  1326.08594   -11.22270    51.05486
      2666   308.50156    40.94781    37.49717
      2667   589.67084   103.89593    -3.32842
      2668 -1082.04651   -33.53339   -73.42721
      2669   175.12804    46.48919    29.89352
      2670   -63.60465   -70.41150   -33.21875
      2671    60.99780    14.71789   -44.62381
      2672  -455.96921    92.64022     3.77422
      2673   487.76257    75.27883    38.64833
      2674    35.88957    67.80518    20.23238
      2675  2729.36670    13.25373   109.46796
      2676   949.13849   118.98275    89.62206
      2677  1005.24835   -48.25088    22.70021
      2678  -654.30902    68.47512   -12.32124
      2679   522.80621   -82.85345     1.54885
      2680   375.55389    35.53110    21.95618
      2681  -920.71606    16.28251   -36.83557
      2682   -16.38358    40.41760    13.77218
      2683   229.22824   -79.47807     1.85814
      2684   168.20894    37.45006    26.59839
      2685  -494.81125  -123.42833   -44.66948
      2686  -696.13269   106.87246     5.13360
      2687 -1364.82666  -114.13456   -67.47426
      2688   102.95785    73.44114    27.86096
      2689  -106.21079   -44.94985   -21.17314
      2690   860.41412    -4.04267     1.89486
      2691   549.60992   -32.63391    69.87406
      2692 -1034.05469   -35.65738   -44.06171
      2693   316.24481    64.73209    42.50247
      2694  -413.47842     7.34679   -27.96082
      2695   821.78333    39.70050   -27.41614
      2696   367.47107   -67.36752    26.90733
      2697  -391.82852    -6.96454    20.67515
      2698   358.28983    33.19228    -9.97211
      2699  -535.07159   -38.15313   -14.46857
      2700  2165.72729    12.12279    95.96693
      2701    36.10212   -56.77510   -12.04242
      2702   292.22562   -79.06805   -32.75817
      2703  -597.97906    37.61013    18.99411
      2704  1056.06812     1.37044    37.28686
      2705  -279.39816    66.47228    25.59214
      2706   237.33801   -15.76975    -5.81819
      2707   681.42426   -86.01390    -7.04661
      2708  -275.79572   -26.89724   -52.79051
      2709   576.30243    69.73818    49.78719
      2710   964.16547     7.24482     9.32696
      2711   499.65836   -17.76386    29.49398
      2712    24.49230   -14.50732    -9.69041
      2713   911.14984    48.66835    46.96317
      2714  -627.20032    54.28662   -24.70375
      2715   -28.72134    36.73071    10.48364
      2716   953.56921    36.90530    11.15280
      2717  1066.82288   -25.63591    -1.76312
      2718  -928.42468    31.08409   -17.40475
      2719  -339.13351   -81.03156   -63.22126
      2720  -432.96994   -69.84792   -47.11022
      2721  -536.54645   -36.81719   -65.60851
      2722   791.08838     5.47213    52.19825
      2723  1340.50330    95.47694    30.54151
      2724 -1382.80969     3.60137   -66.73767
      2725   877.13757   -27.74112    31.40688
      2726   263.30817   -29.76097   -16.24694
      2727  -712.73523    54.04567     0.20095
      2728   479.17377    59.73913    -3.03320
      2729 -1114.08496    30.51703     1.28711
      2730   355.85501   201.26003    65.50692
      2731   105.20963   -49.92435     8.63173
      2732  -532.06836   -47.81568   -21.79419
      2733   121.86886    58.98298    -6.11759
      2734  1100.60144    -2.22626    26.01295
      2735   546.61670    34.73323     8.01503
      2736   -82.99508   -45.23980    -4.40425
      2737 -1807.79688   125.46468   -68.86650
      2738   514.19586  -134.36916   -36.01905
      2739  -205.99965    -7.03960   -36.93565
      2740    93.44149     4.28227     4.89159
      2741    94.74706    41.22794   -63.27773
      2742   452.04468   -90.85521   -48.22094
      2743   -28.63133   -52.65230     3.30883
      2744  -473.38571    56.01670     5.72945
      2745  -822.47235   -76.48422   -62.20642
      2746  -384.02148    84.77167     5.19256
      2747  -208.41647    -2.09697    -7.11957
      2748   229.01996   -83.31841    28.96164
      2749  -641.40051    30.51790   -14.75318
      2750  -528.93304     7.38082    -3.88572
      2751   345.40909    43.84016     6.89824
      2752  -854.13440    27.46611   -18.42332
      2753    63.93017   -12.32500   -17.15454
      2754   899.72400    52.31900    47.37317
      2755   784.38507    23.34204    44.50183
      2756 -1295.94751   -41.23219   -62.78355
      2757  -356.41452   -33.57855   -14.34762
      2758  1166.95093    35.67884    29.13929
      2759  -361.98413   -20.27652    12.67970
      2760   695.69635   112.31176    55.24118
      2761   414.85770    22.80726     8.60076
      2762  -867.06122    29.02970   -31.24960
      2763   687.23505   -67.92570     0.48610
      2764   465.62140   -48.40612   -23.03047
      2765 -1604.48438   -74.80542   -51.07449
      2766  -542.99902    57.38940   -21.50500
      2767  -110.19193   -76.03218   -29.94713
      2768   637.97473   -26.67467    12.20499
      2769   276.19235   -48.67395   -12.71648
      2770 -1030.69873   -18.42979   -29.49019
      2771   -83.84888   -20.14195    -2.57434
      2772  -165.88396    -1.86862    -7.37647
      2773   507.74036     0.67669    23.29429
      2774 -1573.19653   -25.76419   -50.83447
      2775   660.47327    -4.17206    16.28360
      2776 -1014.42535   -22.96104   -57.17096
      2777  -604.89600     3.58326   -15.45843
      2778  -823.82648    68.79144    -6.28774
      2779 -2274.30908   -25.70844  -114.02499
      2780  -160.37183    16.07828    12.24937
      2781  -410.14786    63.65280   -27.84171
      2782 -1050.68201   -22.13064   -78.41548
      2783  -124.83147   -25.85704   -13.82895
      2784   904.58972    17.29726    43.07321
      2785  -181.33722    17.21210    11.26299
      2786   329.16312  -151.86748   -38.89301
      2787    60.54642    72.22493     8.32801
      2788  -704.71991     4.77065   -15.76130
      2789  -605.46918   -37.47219   -29.95822
      2790   645.10413   -19.94913   -17.70625
      2791  -422.80777   -27.74330   -37.26603
      2792  -761.54041   -59.19223   -47.99519
      2793  -856.53552    -3.85967   -52.85306
      2794  -640.34161   -63.28213   -11.07185
      2795   664.47998   -20.55659   -36.72894
      2796    48.63395   -20.83541    -2.88909
      2797  -807.19824   -43.83580   -15.26437
      2798   558.51990    20.27849    21.67531
      2799   407.54895    73.17714    55.00746
      2800  -367.71088    -8.02076    41.77095
      2801   594.52527     0.06553    57.99470
      2802   724.51221    43.67879     6.99441
      2803  3399.54126   -19.35279    96.12845
      2804   100.26045    97.80157    55.67653
      2805   152.89191   -11.64610     0.74851
      2806   120.72090    52.84357    40.23934
      2807  1723.87891    46.51635    28.90388
      2808   760.61420    63.30495    43.65171
      2809  -743.19037  -159.40422   -52.44284
      2810   -66.37489   -14.77628   -12.02679
      2811  1516.73096   -56.33559    28.88257
      2812     2.41867   -21.71986   -29.10538
      2813  -363.55997    43.98378   -39.43965
      2814   608.61829    22.85846     1.21352
      2815  1192.81970  -103.44627    15.02332
      2816  -632.77289    47.40220   -16.08972
      2817  -113.70899    94.63548     8.29624
      2818   -58.83246   -43.77054    21.30678
      2819   624.64526    -0.75857    40.76287
      2820  1022.63318   -71.13196    27.54987
      2821   438.30637   -19.56156    34.48779
      2822   618.93817    49.92644    37.13022
      2823   464.42935    -2.78923    19.00064
      2824   471.78394    13.74171    45.63726
      2825 -1209.63794   -45.67882   -45.12596
      2826   547.42432    22.60912    59.66474
      2827  2112.72046   -10.11146    62.79032
      2828  -625.37164    49.13672    12.03214
      2829  1576.64893    35.61065    13.48217
      2830   210.95364  -126.12894    -1.49611
      2831  -565.72217   -11.93785    -3.64312
      2832 -1260.88037  -100.48138   -80.98520
      2833  -152.78923   102.58167    18.05015
      2834  2028.70068   -94.84017    27.78622
      2835  -519.88812   -91.21900   -21.20209
      2836   749.87091   -24.74251     9.87703
      2837  -115.17652    17.20504    -6.66756
      2838  1430.78772     6.06646    35.62231
      2839  1430.42786    14.38060    41.41941
      2840  -207.40857   -50.46183    11.64889
      2841 -1099.72424    90.16063   -43.35155
      2842   875.04987   -56.64034    66.47357
      2843  -429.28204    -2.77653     8.80380
      2844 -1611.21936   -32.01115   -73.53155
      2845   713.10657   -34.89493     1.14602
      2846 -1340.96265    -7.82483   -91.57710
      2847   596.51862    59.46470    32.60687
      2848  -339.81461    54.59733    -6.28672
      2849 -1052.85815   -82.38448   -32.31926
      2850   501.98465    86.36861   -37.77069
      2851   116.90947    19.30000    39.13849
      2852  -540.79565   141.42969    49.00008
      2853  -394.95932     6.12326    34.66417
      2854  1430.72388    32.61459    71.27344
      2855  -652.69531    50.27412    -6.13816
      2856  1051.17883    87.54325    75.68075
      2857  1621.76184     1.19982    52.26012
      2858   389.42844   -59.70569   -35.29263
      2859   469.31235    34.95991   -28.07591
      2860   991.51880  -104.77968    12.91553
      2861  1287.62866    30.20785    52.34848
      2862  -344.82779    38.08994    19.85544
      2863 -1570.98096   -71.82721   -49.54879
      2864  1910.24182    16.73643    74.03425
      2865 -2022.51501   -93.51894   -55.44371
      2866  1014.56415   -42.72545    14.51985
      2867 -1022.67078    -5.94594    -3.89697
      2868  2052.93823   100.79646   112.20344
      2869   811.16772    16.18391    64.17159
      2870 -1039.11987   -33.92923   -26.06364
      2871  -188.94653   -20.57000   -23.48739
      2872  -340.18396   -59.68067   -17.64604
      2873 -1072.46008    40.28865     1.42100
      2874  -877.62189   -14.91593   -31.11841
      2875   352.89987  -109.08068    34.47068
      2876   609.59161    -5.12919    17.55878
      2877  -335.66541    32.65623    10.58855
      2878  -327.72028    31.00148   -12.16424
      2879   537.46472    21.53747    -8.10964
      2880  -471.98215   -42.36977   -25.44432
      2881  1422.41650  -137.05386    -7.58451
      2882  1255.10828   -13.06573    16.92777
      2883   214.23405  -151.70464   -24.22416
      2884  -187.79562   -12.46515    -1.93111
      2885 -1932.83972    58.78424   -27.65201
      2886   300.24756     9.03634    23.47228
      2887   380.61752    50.58742    21.18262
      2888  1216.75134   -45.44410    39.93261
      2889   214.18826   -16.20810   -15.21230
      2890   747.62683     1.21859    38.13981
      2891 -1532.14612  -132.25194   -63.81301
      2892  -106.64989     2.19706   -26.74215
      2893 -1329.41724    35.51230   -34.79609
      2894 -1718.97339    64.56226   -20.18205
      2895  1541.33228    11.07784    56.48489
      2896   857.43549    78.43316    10.19013
      2897   164.56474   -56.15663    33.86723
      2898  1808.05811    -8.72620     9.60791
      2899  -507.03461   -24.48041    -9.55132
      2900   629.68622   -29.42687   -29.92978
      2901  -691.38300   -55.24792   -13.14502
      2902  -940.55078    -7.66318   -62.56260
      2903  -388.50275     0.15055   -12.56547
      2904 -1922.73267    32.88823   -62.43528
      2905  -728.53546   -37.93841   -38.88921
      2906   922.37274    29.83662     6.35643
      2907  -194.84987    35.72219    -7.20450
      2908  -117.10086    20.01610   -14.46813
      2909  -745.63739   -90.66560   -64.60958
      2910   770.54224  -125.78266    38.23053
      2911   461.80176    26.40181     2.89113
      2912   103.25996   -41.91070    32.33081
      2913  -284.60837    -4.90664   -32.35482
      2914   130.95247    35.27296   -29.02720
      2915  -149.77509    45.36488    13.54173
      2916 -1208.02966     5.87115   -30.38134
      2917  1046.84692    53.90595    47.11457
      2918    -9.52806   -20.34311   -23.56829
      2919   199.87802   -11.91949     5.50331
      2920   255.68826   -32.49635    29.28913
      2921   -33.52953    78.78901    17.29046
      2922  1962.14941   -52.23208    39.63600
      2923   565.69922    57.16510    -9.61198
      2924  -681.63080    85.24504   -40.56350
      2925 -1280.50781   -46.05671     4.84913
      2926  -362.15433    10.90819    12.10066
      2927  -168.53506   -57.43008   -26.13388
      2928  -607.69067    78.52363   -13.28473
      2929  -916.40729   -10.48857   -34.01244
      2930  -752.85162   -68.62689   -43.15809
      2931  -782.59845   -37.75374   -24.15028
      2932   138.29704    29.86913    41.95702
      2933  -465.41428    -3.17882    -1.19503
      2934  1366.72327    13.19237    38.51572
      2935  -297.20209    30.34974   -21.03914
      2936   407.97058   -58.64857   -34.24969
      2937   717.75439    71.98640    50.04992
      2938   178.76801   -14.80391   -30.46210
      2939  -509.25513    95.78946   -44.88598
      2940   -59.16562   -65.28331    -7.93073
      2941  -285.32935    11.15289   -37.01410
      2942    70.70329    -6.32536   -18.90113
      2943   388.97873    30.28734    -5.70128
      2944    -6.11501   -91.32508   -34.23143
      2945   625.33362    -9.18459    -5.72004
      2946  -485.10861   -90.00362   -54.76276
      2947  -117.59930   -45.58917   -52.15829
      2948   830.70142   -52.47059   -10.71679
      2949   429.09076    36.03350    -7.42067
      2950    -2.56346    17.00071    25.06134
      2951   -53.03100   -32.19704     6.98002
      2952   427.98141   -60.45939     0.40869
      2953   602.33777    25.99416     1.25484
      2954  -986.68347    39.89888   -42.45341
      2955   267.20932   -16.63649    44.50257
      2956 -1815.20605     4.98432   -23.50043
      2957  -862.87500   -95.80116   -55.61148
      2958   449.72406   -79.11258   -22.95267
      2959 -1072.91345   -28.73389   -84.35096
      2960  -353.14200    68.72208    56.35505
      2961   827.98016    30.46806    15.11259
      2962   731.27063   -22.55043    26.42779
      2963    18.32028   132.07175    -3.08795
      2964   299.89188     7.04185   -15.35008
      2965  -803.31494   -54.91533   -15.55093
      2966   201.43376    79.05622   -12.44687
      2967   619.51495    25.18306    -2.10954
      2968   363.00366     4.74838    -6.85764
      2969   117.07494    88.44949    29.19213
      2970   880.48187   -14.42933     8.71778
      2971 -1366.38135    46.26821   -63.78839
      2972  1493.49475   -69.12511   -12.41856
      2973  -728.86615   -23.35431   -33.47145
      2974  -198.16907   -64.45582   -58.24693
      2975  1393.08508    15.34027    60.70337
      2976  -659.61298   -30.08307     3.55753
      2977   201.63443   169.00465     9.47056
      2978   462.00934   -38.60147    18.66403
      2979   204.01662    14.53748    17.52539
      2980  -554.11139     7.62935   -16.69323
      2981  -521.56982    56.76711   -12.00528
      2982   142.73059    11.83647    31.47141
      2983  -516.18341    12.81940    15.82470
      2984   845.03931   -44.06321    26.61703
      2985   479.34583    16.91866    13.45975
      2986   279.92172   -73.58754    -8.96250
      2987 -1013.91833   -24.00350   -23.05166
      2988  -559.80609    10.06119    15.87643
      2989   -98.25329   -39.15250    15.99279
      2990   293.98401   -39.04701   -31.27472
      2991  -630.19806    69.51304    23.45821
      2992    18.04665   -72.52924   -18.70031
      2993   751.42914    -0.46443    41.35541
      2994 -1085.05408   -19.22773    -8.79355
      2995  1428.42981    -9.63851    34.69322
      2996   314.18997   -85.87550     6.18936
      2997   646.93530    22.79933    19.52819
      2998  -354.02557    91.48701    41.85386
      2999  -902.34784    70.40484   -45.27559
      3000   950.67767   -10.02560    17.72404
      3001  -167.69238    63.85741    -1.25005
      3002 -1545.67676   -26.13684   -28.51810
      3003  1017.39008   102.84201    66.05023
      3004   168.08908    87.67700    53.76523
      3005  1044.36450   -75.31348    49.23281
      3006 -1254.09570   -42.19172   -95.70143
      3007 -1126.10181    42.43298   -25.74559
      3008 -1204.67664    -8.17906   -66.99155
      3009  1382.51807    -1.74240    17.41895
      3010    45.46803     8.43473    -9.75576
      3011  -833.06378    14.37355   -27.92317
      3012  -874.27307   -77.94811    -7.66488
