   Counter   Asymmetry      DeltaX      DeltaY
      5103   288.08316    29.73965     5.62559
      5104   -96.39984    57.71414     0.63113
      5105  -335.36084   -91.87837   -43.84829
      5106  -470.69910     3.24999   -44.66658
      5107   548.11713    47.14174    38.46235
      5108  -914.28253   -58.00547   -47.69206
      5109   195.04352    29.12768    29.07251
      5110  -528.25153    82.89968    11.11526
      5111 -1502.82092    30.29832   -11.87143
      5112    57.44839    14.81835    -1.90163
      5113  -489.85501    18.98324    23.43531
      5114  1149.56824    24.54793    12.19469
      5115  -727.00214   -38.09113   -41.75692
      5116   780.20636   -35.98468     6.50852
      5117   125.85427    75.92705     5.71718
      5118   764.93701   -58.99968    10.76635
      5119   330.60165   -47.96684    25.43765
      5120  -715.51678   100.60896   -11.16816
      5121   229.34050  -159.42343   -25.77066
      5122  -314.65103    23.47059   -31.86583
      5123 -1060.90405   -74.84223   -46.45110
      5124  -528.36542   -13.32633   -55.59399
      5125  -351.46768    31.43923    15.48090
      5126 -1140.72742  -129.76218   -76.80718
      5127  -396.66901    -3.62591    12.95035
      5128   978.06317   -23.86429    -2.09823
      5129   933.09985    90.39101    84.56841
      5130   985.04718  -144.42793   -22.92067
      5131   -15.31643    77.01416     6.83991
      5132   -90.99122    26.87767   -25.05793
      5133  -795.96881    28.04885   -33.43593
      5134 -1139.60718  -103.80724  -100.94950
      5135  -815.11963    -5.46577     7.04079
      5136  -862.69482    27.74076   -32.99438
      5137   217.45964   -32.05493    31.49621
      5138  -242.84264   -49.28830   -17.80488
      5139   706.01935     7.82867    -4.59078
      5140   523.86823   -46.63526   -15.78660
      5141 -1084.84595    38.45209   -56.20070
      5142   561.08868   -44.52190     7.23416
      5143  -205.47842   -21.66601   -13.62341
      5144   806.27075    39.08329    -0.78165
      5145  -622.21417    57.97499    17.48465
      5146   496.46188    -7.01601   -39.79042
      5147  -636.37842   -70.45794   -35.41385
      5148  1068.78564   -10.33107    34.77825
      5149  -459.88116    29.50093   -34.42574
      5150 -2543.24927   -44.50341   -96.68378
      5151   720.82855    69.55401    20.46431
      5152  -335.77628    69.44409     7.49148
      5153 -1486.84863    43.03878   -66.90226
      5154   852.84052   -26.29260   -11.61243
      5155  -245.09137    15.63775    10.77850
      5156  -998.95465   -61.85455   -55.18890
      5157  1044.24414   -71.07605    39.17980
      5158  1076.33838    10.33657    45.89968
      5159  -587.65582   -10.90522     1.58641
      5160   219.94994    21.97272    72.11462
      5161  1559.92090   -22.53618    20.45113
      5162  1027.83313    38.59566    18.80147
      5163 -1108.15332   -70.72663    -5.44673
      5164  -886.88171     8.39133    12.76745
      5165  1049.71887    65.20243    51.75614
      5166   576.61914    -7.46175    24.85062
      5167   307.32080    28.72262     7.67321
      5168   668.42633    52.45310    21.19561
      5169  -271.69601    46.01684    33.69213
      5170   319.89557   -79.15140     0.86716
      5171  -694.10986    10.87773   -15.21776
      5172   -18.55983    -8.22579   -38.62081
      5173  -382.02945   -28.86641   -11.66292
      5174   352.63379   -50.26543    -1.97630
      5175   583.80719  -157.55171   -15.82933
      5176  -515.76843    -8.41349     9.13522
      5177 -1042.90210    13.18691    27.48398
      5178  -734.99457  -131.96126   -41.28178
      5179    -1.61782    25.41696   -15.76013
      5180  1182.99927    63.26538    50.52932
      5181  -427.74042    -3.37298    10.60857
      5182    73.84953    24.64485     2.83253
      5183   211.82356   -15.14330    -5.41353
      5184   543.17889    -4.89575    22.39910
      5185  -303.46863   -66.23550   -42.79444
      5186   755.09882    35.75584    34.29264
      5187   423.16678    53.75884    24.84044
      5188   536.53564    51.06355    51.87910
      5189   739.99878   -39.58661    -9.83185
      5190   350.99542   124.65455    21.81057
      5191    43.42376    66.40786    20.30562
      5192 -1677.40356   116.09405     2.53036
      5193   921.70111    79.45791    16.58476
      5194  -875.11536   -64.15938    -7.56179
      5195  -756.57794    24.00967   -33.49505
      5196 -1297.87048    26.65202   -14.39016
      5197  -569.91064    31.45235   -22.09763
      5198   853.63867    66.45695    14.08385
      5199  1295.93591    11.99012     6.91464
      5200   484.22125    -1.42507    31.28478
      5201  -702.01971   -82.98687   -25.37579
      5202 -1662.29944    47.54887   -24.71350
      5203   452.69241   -39.23053    -7.19548
      5204    12.00832   -13.77531   -44.23750
      5205  1115.71313    38.09995    86.84521
      5206  -933.38361    13.34468    -9.81825
      5207   840.24182   -65.11598    -0.46949
      5208    89.89831   -41.24350   -38.47622
      5209  -443.28799     2.03335   -39.57317
      5210  1224.34814    84.60465    26.96701
      5211   467.11462   -89.90824    -2.40688
      5212  -854.49280    13.38940     1.13920
      5213 -1586.17078     0.74596   -15.32829
      5214  -392.67191    27.41233   -26.74971
      5215 -1692.15344   -11.98248   -41.48491
      5216  -457.01910     3.39764    -1.28364
      5217  -595.95331    -8.18440   -35.22675
      5218  -232.49258    67.94170   -40.49715
      5219  1679.28491    20.19925    52.50510
      5220  -654.36908    -0.18213    -0.73363
      5221   456.38327     0.18293    11.40080
      5222   808.63416   -41.76575    31.95363
      5223    80.89725   -24.16173    -0.83076
      5224   569.56860    21.23689    12.48790
      5225   252.08195    57.25589   -23.24606
      5226    97.06564     3.93921   -19.65044
      5227   979.31799   149.92154    58.83062
      5228  -848.60028   -17.00961   -38.94631
      5229 -2345.09692   -33.52312   -61.74204
      5230  -845.51703   -20.15986    -9.16134
      5231   637.64337    -7.03791    28.32320
      5232   771.36554    89.18609    35.93930
      5233  -439.04462    68.89729    -5.11105
      5234  -539.58960   -72.23094   -40.39765
      5235  -892.04254    71.39728    20.35108
      5236  -140.12227    10.67960   -10.34516
      5237   -70.66363    38.57011    40.05432
      5238   391.43362   102.13106    30.26883
      5239  -509.43289   -23.59198    18.00075
      5240   614.61841   -45.93264    55.45386
      5241  -879.12231   -29.31941   -21.51125
      5242  -161.97041   -58.10389   -54.67990
      5243  -235.78851     4.30500     6.69575
      5244  -100.14723    42.20741    16.22302
      5245   270.47324   -98.26721    23.05234
      5246    50.13308  -151.14218     9.83758
      5247  -426.81027    45.99307     4.49800
      5248  -561.59888   -48.52842   -39.78769
      5249   872.39734    81.41273    22.00748
      5250  1945.20056   -91.76765    26.83650
      5251  1405.68372    33.59692    35.24953
      5252   288.06491  -146.46521   -56.40371
      5253  -350.66528   -50.83807   -10.33389
      5254  1075.02710     2.02915    18.12460
      5255   -90.28334    -4.18634   -16.59705
      5256    47.00705   -46.71165   -41.04430
      5257   127.65790     4.17680    41.67108
      5258  1064.18958    -0.16789    24.51679
      5259  -562.29602  -102.88964   -48.20818
      5260  1085.46338  -170.85773    18.92543
      5261  -632.83960  -125.07745   -40.41678
      5262  -602.80841   -64.04223     5.40271
      5263    49.02728    27.71339    53.99553
      5264  -817.11450   -57.21248   -39.78272
      5265   312.12631    69.97030    19.93345
      5266   -35.69815    -3.39753    15.19088
      5267   186.61542    16.25870     0.31018
      5268  -602.67957    87.20351   -25.96475
      5269  -220.78284   -47.54513     0.62192
      5270   532.23157    -7.54491    24.20325
      5271   330.18286    65.83818   -14.40223
      5272 -2274.22656    -6.37003   -92.32713
      5273  -199.49042  -128.39767   -21.69456
      5274  -552.04291   -61.26646   -34.84240
      5275   684.70764    54.87854    12.70576
      5276 -1197.84229   -64.26715   -91.15382
      5277  -732.57196    15.42350    18.19637
      5278  -313.46533    -4.73651   -54.94871
      5279  -840.75519    19.61105   -35.20460
      5280  -261.09824    10.01652    16.97396
      5281  1120.95996   -26.38737    39.05556
      5282   789.10522     1.40938     6.63446
      5283  1201.21765   -20.37007    47.06416
      5284   169.39223   -64.58356   -49.76315
      5285  2744.27588    -6.99703    55.67468
      5286 -1250.07166   -54.10316   -31.85502
      5287 -2008.56433    57.52016   -45.65671
      5288  -402.04398     8.40154     4.75014
      5289    60.52412   -19.90560   -35.50414
      5290    21.06336    63.83731   -32.47423
      5291  -882.28406   -41.33351   -61.86748
      5292   343.64432   -13.41997    17.93761
      5293   -82.71866   -32.90906   -23.77851
      5294 -1390.14624   -37.31507   -29.16483
      5295   492.28683     5.14885   -47.21213
      5296  -373.72763    16.58970     0.84712
      5297  -616.72211     5.02612   -33.38352
      5298   553.14795   -64.34831    20.58533
      5299  1140.46790   127.17542    62.61476
      5300  -476.11008    26.59590    -9.19348
      5301   366.01450    47.41358    31.14344
      5302  -144.28062    18.29729    12.94909
      5303   941.97485    30.77013    66.31087
      5304  -606.62823    48.24790    34.19822
      5305   -31.58886    73.86615     2.83022
      5306   588.58417    33.28500   -29.43625
      5307   181.45819   -77.09845    10.55657
      5308 -1408.40222   -57.73077   -54.38830
      5309  -811.24310   -85.15774   -65.32610
      5310  -547.17188   -45.58101   -48.37443
      5311  -414.04416   -87.09526   -28.91285
      5312  -441.73044    72.20156   -35.61238
      5313  -644.63757    27.80118   -34.28492
      5314   789.94812   -10.85433    38.70547
      5315  1924.71399   -34.87457    50.65696
      5316  -258.12863    12.09606    26.74001
      5317   152.58456   -62.75221   -64.91772
      5318    29.14007   126.04065    42.40509
      5319  -140.60010  -118.88501   -65.69097
      5320    50.80880   -10.92248    18.24191
      5321   713.81897    26.64972    73.71040
      5322   623.42584    67.82275    54.80932
      5323  -231.89099    35.91606    24.71643
      5324   739.19781  -139.57021     8.75209
      5325 -1718.85095    60.19445   -19.88663
      5326   894.97156     7.73831    47.42311
      5327   -92.51503  -116.30897   -42.67010
      5328    20.85667   -50.95182   -63.48160
      5329  -685.38507    46.80579   -34.73951
      5330   488.80585   -30.91250    22.53078
      5331  1573.95691   -38.35052    17.04757
      5332  -392.35495    85.54792    42.63337
      5333   507.29840    27.80629    35.32598
      5334   553.30237    -4.68830    55.06627
      5335 -1596.89014   -16.91548   -29.09418
      5336   963.71405    46.96087    54.02010
      5337  -216.17751   -60.40557   -24.56181
      5338   417.38544     8.70482    27.00095
      5339  -669.09344    66.91154   -10.88531
      5340 -1068.79358   107.20274    17.84348
      5341   891.67828   -40.36864    42.56552
      5342   580.78754    38.78946    29.61237
      5343   461.69604   -41.36763     7.52017
      5344  -566.66559    39.09575    -3.00141
      5345  1064.73865  -107.82550    -7.10331
      5346  2207.35791     3.99275    31.07486
      5347  -174.01941   -67.02587     2.57815
      5348   726.27032   -41.30507    -2.72909
      5349   382.67624  -112.80042    44.80494
      5350    -7.57458   -13.96005   -30.47550
      5351   325.87811    97.95071    45.99762
      5352  -698.95886   101.66460   -10.42386
      5353   513.76233    13.15290    17.27744
      5354  -620.97711   -94.76838   -46.51822
      5355   165.81610   -51.36844   -15.10520
      5356   -47.31513     7.91700     7.81623
      5357  1729.03601  -114.14769    -4.61643
      5358  1557.56653    38.68233    45.25257
      5359   737.14020    99.34767    45.13285
      5360 -1264.05713     6.38122   -49.59348
      5361  1324.50781    61.10513    29.24320
      5362   696.49188     6.62009    -6.57553
      5363   167.52820    29.07823    22.47092
      5364 -1065.05750   112.89178    -6.31453
      5365   256.08176    83.58648    50.46213
      5366  -895.79230    48.22636   -36.98441
      5367 -1938.13135   -65.96233   -77.98777
      5368   315.31619    45.38828    -2.91626
      5369  -398.05728     0.65982   -28.61733
      5370 -1369.37549    27.58410   -13.06031
      5371  -535.14307    52.62218     0.59850
      5372   681.91833   -19.26489    -5.22360
      5373  -230.55232    77.18702    31.83828
      5374  1045.79089   179.11455    81.69638
      5375 -1111.45044    23.15346    -9.31061
      5376  -208.69627   -39.23405     6.73608
      5377  1786.84656   -41.44332    38.40995
      5378  -406.36911   -62.80056   -36.73104
      5379  -632.41162    -3.10753   -43.37212
      5380  -978.66010   123.96129   -38.73975
      5381     5.35386  -126.51619     7.84033
      5382  -689.70569    30.51287   -16.84693
      5383  -529.62830   -11.31117   -49.33753
      5384   642.11371    75.12115    16.41618
      5385  -931.41296   -66.30454    -9.31228
      5386  -663.42303     0.11501    27.19234
      5387   500.50281   -21.45474    18.53254
      5388  -320.68402    11.44722    -5.79872
      5389  -410.62918    83.14077    23.81462
      5390  -912.87067   -52.57692   -36.18896
      5391    71.08526   -22.36099    22.53962
      5392  1288.52100   -25.06216    25.42829
      5393  -416.14151   -48.15300   -58.24669
      5394   949.84955    47.08205    29.59084
      5395  -596.43164  -152.43420   -44.36070
      5396  -758.38245    59.28538     6.52092
      5397  1176.39148   -28.14030     8.54925
      5398   612.89886     8.12243   -14.41006
      5399  -557.74255    53.96696   -19.90035
      5400  -725.28949   -17.40967    17.69293
      5401   383.91602   -33.65165   -20.95684
      5402  -923.91144   205.77327    -6.40317
      5403   -11.16669   -46.20584    14.73328
      5404 -1172.48535   148.70636     3.52105
      5405  -238.84877   -42.44829   -14.01571
      5406   962.93195   -18.56961    22.50078
      5407  -511.61813  -174.63762   -21.58991
      5408  1710.52563   -52.50921    20.90642
      5409  -146.30389    -9.57156   -40.25057
      5410 -2559.32373   -19.53364   -85.16890
      5411 -2309.97266    94.57883   -63.17302
      5412   524.51605    17.97565    14.54411
      5413  1553.03113     1.77928    54.37831
      5414   -70.35916    50.82330   -10.45499
      5415   419.99591    50.07383    12.96648
      5416   474.81662   -34.38365     4.87690
      5417  1605.87439   -77.59299    41.40495
      5418   565.10620    62.13234    24.99647
      5419  -761.63757   -92.26067   -58.01834
      5420  -764.03796    -5.83489   -40.59269
      5421  -116.61804   166.31432    -0.58945
      5422   185.26712   -13.32798    32.23011
      5423  2129.88940    80.04251    92.35467
      5424   261.47723  -152.59796   -36.97631
      5425   399.15390    42.22129   -12.32718
      5426  1180.44360    47.91453    87.92890
      5427 -1927.41626     7.77302   -64.36558
      5428  1103.31494   148.63194    36.20867
      5429  -288.51367    23.21307     1.47933
      5430   975.16101    18.74761     8.73168
      5431   370.71808  -143.93857    22.63768
      5432   762.72076    13.45742    43.80930
      5433  -198.15825    33.92237    25.20856
      5434 -1357.58728    59.12243   -17.43534
      5435   734.16943    13.43797    35.25909
      5436 -1122.47620    46.01927   -14.53261
      5437 -1302.20264    -2.43598   -25.14543
      5438 -1284.40930     4.66705     6.73115
      5439   321.77286  -114.76894    15.75580
      5440  -460.52594   -48.03033   -71.41170
      5441    21.04972    -1.44106    17.64932
      5442 -1052.41882   115.55751   -14.78571
      5443  -405.68503   100.90217    37.03032
      5444  -396.03381   164.20854    11.88272
      5445  -563.47937    95.41040     9.94766
      5446   290.95419    17.45641     1.20537
      5447 -1853.41309    29.85926   -13.41053
      5448  -529.09222  -106.54933   -45.35686
      5449  2230.92456    70.53564    93.12448
      5450  1387.38098   -70.06651   -16.68394
      5451  1183.34863    25.79765    49.39964
      5452 -1313.00439   -16.24946    -2.28025
      5453   420.13321    16.45594    16.76509
      5454 -1251.49792    31.26543   -42.21958
      5455   -54.83017   -50.09325   -24.43521
      5456  -504.54657    28.79190   -14.10171
      5457  -419.73105    77.56817     6.32779
      5458  -748.48181    11.28095     2.68067
      5459  1157.49829   142.30341    94.76471
      5460  1880.69019   -75.10846    41.96758
      5461 -1320.26611   -73.75419   -70.30696
      5462  1262.16541   111.64027    28.54882
      5463    49.57412    26.83684    10.93507
      5464 -1357.51941    38.62244   -24.32007
      5465  1240.66345    64.14878    75.04757
      5466  1527.81934    -5.92085    44.62453
      5467  -381.69247   -44.17245   -29.20696
      5468 -1308.74536    33.65431   -54.94640
      5469  -642.93005   -76.59095   -16.79286
      5470  1292.33875    57.23923    76.88638
      5471   640.91840    86.74403    62.86234
      5472   542.23462    -6.56844    13.29695
      5473  -302.42746    10.86659   -33.43966
      5474  -320.95331   -13.57097   -43.98111
      5475   456.37549    27.70257     5.54115
      5476  -576.65942     4.18463    -4.63008
      5477    61.09974   -66.61700   -71.98529
      5478   -57.92369    38.44060     3.27728
      5479   245.90729    63.86575    12.34909
      5480  -413.93356    78.12485    35.41691
      5481  -443.31296    21.50014   -21.84784
      5482   343.55551   154.01801    46.33061
      5483  1001.51770  -101.58022   -25.61488
      5484     3.44530    18.74919    14.46045
      5485   525.81628    -0.34644    -9.66904
      5486  1795.42737   -26.02936    40.39937
      5487  -471.18552    67.51303   -32.93672
      5488  -227.88116    33.78540    23.85701
      5489  -392.75101     8.34957   -57.27921
      5490  1372.55469    72.52250    56.69171
      5491  -112.28432   -88.74474   -64.96445
      5492  1219.26025   -31.02836    47.19101
      5493  1278.61121  -110.37681     0.12089
      5494   -85.30356     3.49988    28.49597
      5495   152.73373    48.14406     7.08244
      5496  -822.07416   -74.54919    -2.77117
      5497     0.97997    60.37487     3.33001
      5498   417.01102    60.05195    22.28762
      5499   149.89455    12.49123    10.30275
      5500   757.18610     2.14156    17.33816
      5501 -1096.03857   -40.72980   -58.24559
      5502  -398.28531   -43.22331     1.35547
      5503  -189.55650   -13.55414     0.67440
      5504  -102.37822   -59.92020   -32.73107
      5505   688.42377    38.60164    43.16359
      5506    -3.57102   -20.54453    -5.85334
      5507 -1226.52393   -16.59629   -37.71600
      5508  -559.42609   106.99298   -14.00364
      5509  -278.89960    -5.22576    28.94296
      5510   840.04016   -30.69451    -6.41004
      5511  -189.17604   -53.54852   -36.35413
      5512  1372.40649  -130.38580     0.44321
      5513    97.16561   -18.89973   -15.38202
      5514  -541.04059    -2.61450   -46.10366
      5515 -1058.03589    78.84093     6.60796
      5516 -1419.31458   -77.78500   -55.86808
      5517   392.84747   121.64567    47.53717
      5518   372.86295   111.15860     4.07288
      5519  1008.93860    99.31909    30.40642
      5520 -1297.99670   -12.61006   -38.78343
      5521   250.66905    24.52258    36.40902
      5522  -282.61191   -40.99517    18.25317
      5523  1011.62970   -92.84394    14.70623
      5524   201.41197     8.25261    42.60465
      5525   601.82721     3.85741   -21.52011
      5526  1127.38733     4.89090   -19.82641
      5527   713.17676    76.84221    34.74789
      5528   -84.68215   -46.17750   -10.83541
      5529  1341.12378   -74.94985     7.67200
      5530  -528.45862   -19.65797    -8.78300
      5531   923.88849    -9.11827    35.54202
      5532   343.88440    27.29428   -15.77538
      5533   419.95383    42.67606     7.94685
      5534   551.42041   -68.94208     9.57102
      5535   274.86606     9.61533   -16.79543
      5536  -208.22054   -57.37879   -23.91725
      5537  -459.56085   -21.23525   -24.24044
      5538  -768.00647  -170.11171   -20.26367
      5539 -1747.08325    57.07859   -28.72897
      5540   114.96928    59.99139     9.87216
      5541   -15.51578   -49.96173    -0.46686
      5542 -1517.20349   -20.92222   -30.40227
      5543   510.53854   -34.89946    25.70896
      5544  -209.54597   -31.87438    -0.90199
      5545   695.04504   -16.58295    27.73786
      5546  -923.07617    11.09219    15.12771
      5547   -31.95469   -15.37839    63.07881
      5548   880.75989    38.77613    12.91621
      5549   613.51129   108.76962    34.98857
      5550  -170.84793    32.40236   -12.09313
      5551   -50.70031    35.76955    -2.87017
      5552   567.94293    33.66948   -22.27661
      5553     5.37658    57.12122    -7.27637
      5554   508.93570    69.64542    19.22247
      5555  -221.52318    62.04322    25.62279
      5556  -969.78192   -65.77905   -51.40102
      5557   215.44337    41.47765    24.64151
      5558 -1009.04474    33.15376   -34.63161
      5559  1830.19202    -5.44039    60.21896
      5560 -1660.26758    71.75436   -24.24851
      5561  -580.86017    26.09931   -17.76057
      5562  1141.94177    72.53092    59.21667
      5563  -815.12512    -0.93088   -40.95527
      5564    22.28171    -7.66307   -23.30493
      5565  -176.71123    22.62849    -6.18674
      5566  -439.48590    85.92962     7.43700
      5567 -1724.35767   156.30675    -1.78430
      5568 -2158.74512    95.32565   -57.02401
      5569   967.68121    44.40370    47.19886
      5570   809.84772    -3.81564    34.51898
      5571   719.26190    71.61507    81.94675
      5572  -604.20782   -43.54714     6.36426
      5573   346.58371   -20.45002    -7.08821
      5574    97.48724   -59.85489   -24.11842
      5575 -1077.60193    -5.42478   -10.87541
      5576 -1353.77979    29.84237    -7.99002
      5577 -1732.05322    75.38843   -21.21873
      5578  -851.01068  -107.36903   -52.11264
      5579  -273.90286    26.82283   -18.68669
      5580   443.46368     6.12987    -5.63360
      5581    82.34803   -68.78852   -12.46782
      5582   -93.86814    68.85494    43.90238
      5583   558.43707    -1.95003   -29.79237
      5584   -35.86883  -144.15160   -31.03984
      5585  1250.67200    41.18341    43.25126
      5586  1375.68726   -92.00114    20.74742
      5587  1006.18774    29.67384    25.50371
      5588   340.87680   143.30910    23.85053
      5589  -302.41913   -85.37881   -79.46634
      5590 -1372.52600    26.32702   -37.49473
      5591   462.58331    17.84854    13.96872
      5592   947.02863    32.29480    44.13232
      5593    39.02068   -11.36128   -23.38589
      5594   905.33643    34.99497    31.71394
      5595  -314.86523    19.47431    -6.28149
      5596  -322.12726    -0.40827    22.52665
      5597  1183.26160   -81.62882   -15.99300
      5598  -954.70514   -28.09102   -72.74813
      5599  -602.87256   -16.00660   -42.05422
      5600   158.29221    -3.16523    -2.84685
      5601  1200.91711   -33.77831    24.44215
      5602  -512.12341    22.43134    -2.19941
      5603    -0.49861    40.64320    11.43367
      5604   222.71536   -45.77489   -24.05392
      5605   447.24661   -40.26845    19.65973
      5606  1094.10437  -132.62878   -23.16628
      5607   931.55560    34.27231    36.77637
      5608  -685.30127   -47.18966   -45.30832
      5609    72.73259     6.98713     4.17206
      5610 -1336.68872   109.50633   -26.36531
      5611  -320.83121    16.12559   -13.73015
      5612  -967.62738   -34.24114   -67.90360
      5613   -34.22241   -18.00911    22.42423
      5614   417.63431   -53.55127     9.40481
      5615  2835.39624   -43.86787   109.57261
      5616   -59.55863   -31.61061    24.40760
      5617   640.41559    26.15194    17.59835
      5618   843.71509    54.18930    61.73804
      5619  -233.93488     2.52430   -18.79940
      5620   212.25334    -7.50848   -11.70441
      5621   216.75340    60.66244    13.91642
      5622   228.30280  -101.35206    15.86507
      5623  1097.25928    11.98017    42.47341
      5624  -712.11426    39.69562    -0.98101
      5625    23.67491    54.86870   -10.36723
      5626  1533.29810     4.78587    74.61876
      5627 -1433.79138   -20.08798   -94.66090
      5628    41.75620    82.28646   -14.89166
      5629  -625.12140     4.53452     9.29439
      5630   106.72462   -20.60402     5.31021
      5631   623.04962   -64.18484    32.76027
      5632   230.01431    64.24840    16.71322
      5633  -397.41440   -45.67879   -51.82860
      5634  -949.43219    52.49609    -2.05927
      5635   -82.06824   -73.75084   -22.46634
      5636  -629.16876    53.54247   -12.61594
      5637  -317.02487    36.11102   -14.70408
      5638   557.79773   -21.27465    25.45375
      5639   148.44458   -46.50322    16.42090
      5640  1347.23645    -0.44528    22.41823
      5641  -541.74304   -31.06463   -22.78100
      5642  1147.98730   -13.13436     1.45239
      5643  -413.76828   -13.49062    11.30352
      5644   637.53998    28.99443   -19.70035
      5645   453.12808    92.70712    23.29340
      5646   454.67773    80.18419    27.99263
      5647  1747.86072   -40.74675    12.42119
      5648 -1293.45422   -81.82832   -30.18269
      5649    19.05052    35.90111    12.93681
      5650  1728.84570    29.74890    49.58029
      5651   585.10522    61.53240    48.12923
      5652   208.45180    11.92811     9.54138
      5653  -431.62466   -18.93389   -11.66092
      5654  -252.17499   -22.24772    -0.68451
      5655    30.50855    23.52132    11.18764
      5656  -103.72739    10.59216   -21.14207
      5657  -514.85687    20.37805   -22.02870
      5658  -560.55469    59.14177    30.21881
      5659   178.22504   -57.66134   -41.10490
      5660 -1881.33240  -105.51015   -77.38999
      5661  1007.17419   -48.40655    17.17766
      5662    12.84441    33.31593    -2.04095
      5663  -918.13190    28.46943   -17.45782
      5664   877.31311     0.40312     1.00777
      5665   476.43884   -13.77494    65.55816
      5666  1251.52539     7.92708    24.73701
      5667  -385.20792    22.45894   -43.36514
      5668  -266.71262    28.99928   -31.09711
      5669   932.08612   -14.11633    33.08139
      5670  1722.34058    -8.62625    92.21391
      5671   209.58463    38.64736   -28.37450
      5672  1798.08008   -94.30928    81.10448
      5673 -1116.59949   -60.72995   -24.73073
      5674   772.94012   126.31461    58.64476
      5675    76.85679    19.69180     0.63465
      5676  -102.75828    14.51340     0.30391
      5677   569.04156    87.89333    24.47654
      5678  -335.90521    35.19123    11.96707
      5679  -513.82965    -4.55799    -3.05016
      5680    -6.20038   -49.85160    -0.86766
      5681   146.61549   -16.32600    12.46509
      5682   738.00232   -32.46798    -3.08468
      5683  -430.94672   -38.73090   -25.09346
      5684  -656.87250    58.08710    -4.42351
      5685   366.99030    31.46371    57.99767
      5686    87.56248    65.35969    24.07149
      5687 -1286.71350   -36.49380     4.21406
      5688    54.67815    79.36459   -11.55138
      5689   170.35683  -121.53992   -10.91575
      5690   153.26147  -138.35896   -25.00808
      5691   458.87283    32.90146    25.77263
      5692   541.21820   -51.31701   -13.99679
      5693   377.15054   -87.89960   -36.64384
      5694   -42.08086  -111.88611   -23.70826
      5695  -404.99350    91.82083    23.92316
      5696  -941.87299  -206.84721   -70.39563
      5697  1064.11230    53.90196    45.99642
      5698  1411.47949    34.07085    75.73608
      5699   929.81439    55.58929    22.14361
      5700  1352.07166    54.76812    73.08001
      5701   461.87405   -70.01209    29.70354
      5702   464.81210    77.29564    17.58153
      5703   530.48035    34.29474    -4.94642
      5704  1357.86584    19.74445    22.74307
      5705 -1755.92664    -4.29139    -8.49204
      5706 -1465.16235   -62.10862   -59.44642
      5707   887.31989   -73.98350   -12.49522
      5708   476.70773   -30.23553    -1.71916
      5709  -278.24243   -30.68631   -34.46357
      5710   184.02623   -26.14052    28.58191
      5711   117.77147   -13.10542    -5.96934
      5712   922.01929    60.93009    44.76285
      5713   262.37390   -45.19799   -37.66249
      5714  -680.58167   125.79711    27.43579
      5715  -496.43097    48.03977    -6.45972
      5716  -189.53998   -52.38806   -16.04390
      5717  -243.55772    40.77500     1.37802
      5718   761.13129     9.83911   -13.64522
      5719    86.22476   -35.32557    -0.43795
      5720   172.00078    57.50323    -0.40975
      5721 -1415.37292    -8.93116   -37.24915
      5722   833.81116    -6.00916    30.76106
      5723   365.08023    50.58963   -13.99971
      5724  -872.28168    31.60798     3.87444
      5725  -478.07797    27.34415   -29.70644
      5726   -52.93789   -56.59608   -40.34971
      5727  -459.18539    46.04134    13.84693
      5728   235.13277    44.01127    13.06444
      5729   877.84308     5.38875     5.84313
      5730  1901.34546    49.74465    70.15880
      5731  -608.76904  -115.14394   -22.45067
      5732  -537.86127   -83.61319   -56.18957
      5733   761.27570   137.88164    43.33095
      5734   -66.76166    48.38883    50.72113
      5735 -1017.07104    70.15444    33.50556
      5736  -101.64725    90.70101   -17.05379
      5737  1960.28308    63.89085    76.29898
      5738   913.82916   124.77899    23.68541
      5739   183.46808    19.37273     7.48270
      5740   659.18500   -18.00418    -0.54836
      5741    -9.62720   -19.49225   -25.86139
      5742  -224.20982    -3.32238   -17.99818
      5743   509.31747   -33.78208     2.13196
      5744  -123.26267    57.38650     4.07926
      5745   309.30203   -89.73770   -31.06810
      5746   379.53494   -57.90573     6.11291
      5747   -88.28414    90.93133    -1.32391
      5748  1189.01013   -52.99784    66.27374
      5749  -471.82678     5.10174   -28.44847
      5750    50.52514    16.74950   -20.56588
      5751 -1430.40051   -54.54368   -40.80820
      5752  -813.09283    70.65709     1.92284
      5753   647.83820   -38.58646     1.96171
      5754    81.89911    30.08996    36.33451
      5755   611.28674     1.48338     7.43237
      5756   121.01248    10.29524     6.14555
      5757  -753.49615    42.76317   -33.06209
      5758  1089.50037    35.12298    38.32380
      5759  -299.83130     5.51788   -15.54006
      5760   792.37598   -72.83208    -2.60010
      5761  -133.16609     7.15583   -23.35969
      5762  -993.61713   -62.92489    -7.75715
      5763 -1774.10107     1.49257   -16.54652
      5764   676.26733   137.99628    19.03007
      5765  -255.53528   -91.25955   -40.79512
      5766    24.80170    38.48096    32.31811
      5767 -1442.79919     4.02561   -25.25810
      5768   431.72058   115.41466    -0.38207
      5769  -846.28827   -38.15010   -19.34763
      5770  -475.65637   -13.16027   -26.15179
      5771  -123.09208   -17.07245    -8.61201
      5772  1020.01141     0.68866    30.25838
      5773  1603.44031   -75.56776    33.36806
      5774 -1611.21777    11.19995   -46.63349
      5775  -307.86847   -58.69788   -34.30400
      5776  -323.12219    -0.36371    -2.55434
      5777  -123.05224    16.62965    -3.26731
